p_id,reviewer,review_head,review_text,star,Positive,Negative,neutral,compound
flipkart0,Vaibhav Aher,Fabulous!,This mobile was all rounder no any issues. Battery was also good my screen time was almost 7 hours. 1 day battery life in one full charge day to day tast. Without internet at night this device battery drain 3-5% and with internet 7-9%. In hot summer 🌞 mobile hit we can feel because mobile frame made by aluminium not a plastic. Camera was also good but at low light conditions and night time it's quite not good it's night quality ok ok. In performance department it's good processor we can play...,5,0.17,0.042,0.789,0.9178
flipkart0,Yeshwin K,Brilliant,"All rounder !Camera app smoothness could have been better, but the hardware is top notch. 4k videos jitter a lot.But the pictures are near perfect.Performance is beast like, it does get warm while charging but doesn't exceed 37-39C.The joke is it gets warm while using the camera app, butStays cool while playing games lol.Display is terrific, sounds wonderful Dolby of course.Build quality is premium, best in this segment.Looks and feels premium as well.Call, network speed, haptics are...",5,0.326,0.023,0.651,0.9837
flipkart0,Tanay Sengupta,Great product,Good product under 30k,5,0.492,0,0.508,0.4404
flipkart0,Flipkart Customer,Terrific purchase,Excellent product with this price range.Believe me go for it..,5,0.291,0,0.709,0.5719
flipkart0,Chethan R,Brilliant,"This product is excellent, but there is a heating issue. Please solve this problem as soon as possible. Also, the camera seems to be lagging.",5,0.229,0.19,0.581,0.0772
flipkart0,Satyajeet Shingade,Wonderful,Best product,5,0.808,0,0.192,0.6369
flipkart0,Ashutosh Pandey,Excellent,Everything is good except they provided separate screen protector than providing pre-applied screen protector like luxe lavender color varient,5,0.241,0,0.759,0.6597
flipkart0,sohail bellary,Excellent,Very good phone,5,0.615,0,0.385,0.4927
flipkart0,Dhruvit Kakkad,Fabulous!,"Besides camera AI unwanted photo enhancement, rest is crisp and loveable. Bloatware free, sleek, performance oriented, some features are exceptional.",5,0.142,0.082,0.776,0.34
flipkart0,Diwaker Singh,Brilliant,Front camera colours can be balanced ... Otherwise overall a very good phone in all espects,5,0.186,0,0.814,0.4927
flipkart0,Amol Chakor,Perfect product!,Moonlight pearl design is awesome,5,0.506,0,0.494,0.6249
flipkart0,Pradeep Giduthuri,Fabulous!,Excellent device Camera is plus and design with metal body.The only bug which I have seen is lag in shutter and camera app those can be fix via software.So all rounder phone.,5,0.105,0.068,0.826,0.3182
flipkart0,Shivam Pathak.,Very Good,Camera is very good and battery is not 🚫 good and charger is very fast charging In 40 minutes to 100  persent overall is good performence...,4,0.303,0,0.697,0.8618
flipkart0,Lokanath  Pradhan (Rokky) ,Good choice,It's amazing on the price,4,0.487,0,0.513,0.5859
flipkart0,Abhilash  Das,Good choice,Value for Money...,4,0.545,0,0.455,0.34
flipkart0,Anil Jatav,Great product,"After a month of review.The moto edge 50 pro 12/256, is excellent phone for this range. Desigen, camera, performance, display excellent. Before purchasing I went through lots of reviews and found some negative comments for the battery and heating issue, but after a month of use it's  not a big issue for normal user. Honestly I will recommend for this phone.",5,0.183,0.036,0.781,0.8625
flipkart0,Aseem Rana,Best in the market!,"Don't go by what others have written about poor battery. It's probably because they are not using phone but phone is using them. If you are average user, it will easily exceed a day. So go ahead.",5,0.079,0.052,0.868,0.2617
flipkart0,Nagesh Shingane,Perfect product!,"Camera is Very good those who love natural Photos and not for filter lovers. Overall all rounder phone, battery backup 5-7 hours.This phone run on Hello UI so there is clean UI, this UI wont have the features like App lock, network speed indicator, also no music, photos, files apps. This phone is totally work on Google apps, overall features loded phone, love the gestures 🙌🏻",5,0.237,0.06,0.703,0.9391
flipkart0,Subham Prusty,Classy product,"I have been using this phone for 10 days now and I must say it's really mesmerizing. To start off the cameras are phenomenal..punchy and at the same time not over saturated. Colours and skin tones are on point. The front camera is also promising with high details. The camera app needs some improvement as it feels slow and laggy.The display is top notch no complaints at all.Speakers are loud and clear.Performance for 95% of the time is smooth, only in high graphic games u may notice some f...",5,0.08,0.052,0.867,0.3818
flipkart0,Gunavikesh Sana,Classy product,Mobile is awesome in this price segment. Nothing to point out the issues. Will face some bugs in the camera app but Motorola is fixing the issue with the app updates. It's a really appreciated thing from motorola. Performance optimisation is really awesome  and Its a true value for money. The best in the price segment compared with other premium phones in the market.,5,0.346,0,0.654,0.985
flipkart0,SACHIN BALIYAN,Highly recommended,The phone is awesome and the camera is perfect. New Pantone display Love it. Nothing to hate.,5,0.536,0,0.464,0.9432
flipkart0,dèvíl,Excellent,All is goodBut battery 5/3.8Camera  5/4.5Display 5/5Performance 5/4Sound 5/4.8,5,0,0,1,0
flipkart0,Flipkart Customer,Classy product,"Fantastic shape, screen and camera. Battery is also good but not best. 3.5/5 for battery. Performance justifies processor. One suggestion: must buy screen protection plan with phone because it's delicate. Not for rough phone users.",5,0.135,0.111,0.754,-0.2505
flipkart0,Tutan Saha,Excellent,"Good smart phone day 1 review today as on 04th may I will received this phone ,after using 1 weeks I will update my review,now every thing is ok",5,0.262,0,0.738,0.7783
flipkart0,Flipkart Customer,Highly recommended,Awesome Product Great Camera 📸 Good battery🔋,5,0.787,0,0.213,0.9022
flipkart0,Flipkart Customer,Slightly disappointed,"Pros:-1)Display is excellent.2)Build Quality Good.3)Rear cam is good capturing the detailscons:-1)The front cam is worst, believe me it looks like 16mp (camera images are processed after 2 to 3 seconds)2)Over heating at charging time.3)68w turbo charger is take approx 1hr8mints to full charge.4)Battery is drains very quickly,Even it is not suffeient for daily usage.(my old phone redmi note 7 pro looks better compare to this moto edge 50 pro battery and charging time.)5)There is no r...",2,0.1,0.076,0.823,0.25
flipkart0,Geeta Dawar,Awesome,Awesome screen Awesome camera Awesome performance and long lasting battery life,5,0.606,0,0.394,0.9231
flipkart0,Pawan Kumar Tiwari,Does the job,Battery is draining very fast. Phone is getting heated over long use. Captured photos take time to being processed.Phone is lagging sometimes.,3,0,0.091,0.909,-0.2732
flipkart0,manikanta grandhi,Just okay,Day -1 Phone is good. I am facing an issue - hello moto sound is not working while turning on the device.. even after enabled/disabled power on sounds.Is anyone experiencing the same problem?,3,0.084,0.078,0.838,0.0516
flipkart0,Vinay kumar,Worst experience ever!,Don't buying this product because not supported Airtel 5g plus,5,0,0.179,0.821,-0.2411
flipkart0,sailendranath thakur,Simply awesome,"This is my first Moto phone and I am glad I went for it. Excellent device. Camera is excellent, display is superb, and UI I liked very much, no bloatware no ads and it has thinkshield.I was undecided between samsung m55 as I was unwilling to buy a chineese phone and this and finally went for it. For the people who thinks it is a chineese phone, yes Lenovo owns it, but it is an American brand and falls under jurisdiction of usa. And it is quite secure as well.",5,0.201,0.051,0.749,0.9281
flipkart0,satyanarayana k,Decent product,"Alert: Password PIN not accepting at times. Says wrong password though correct password inserted. After restarting device fixed problem. Motorola has to fix this issue and restarting device also not possible since long holding power button takes us to Google speaking app. Had  to press volume up, down and power together Used for 3 weeks Rear camera are giving very good pictures but taking time to process which is annoyingFront camera is average battery Charing is fast enoughDevice heats...",3,0.065,0.066,0.869,-0.0247
flipkart0,Dr Liton Ahmed,Nice,Heating issue 😞 to much heat whole using the device,3,0,0,1,0
flipkart0,Kalim Nawaz,Fair,"I got this phone today. The good thing about the phone is its design, but I found it quite delicate. The battery is draining very fast. One thing I noticed which no one is talking about is I found the phone quite small in length, I am not sure if it is something to do with the curved display. The Flipkart support as usual is as usual horrible. I will update more about the phone some days again.",3,0.087,0.12,0.793,-0.5794
flipkart0,Sahadat Hossain,Simply awesome,"display is too good ,back camera is awesome, performance better ,but charge service not gd but having fast charger no ishue at all , i am sahabuddin from lalgola",5,0.2,0.087,0.713,0.3919
flipkart0,Flipkart Customer,Great product,"Guys go for it truely cool phone Camera and display is it's main part Truely great camera, pantone did great,night pics attached",5,0.242,0,0.758,0.7506
flipkart0,Aravind S,Classy product,Phone looks awesome 😎 and cool design. Camera 📸 part looks great in this segment and performs well. Design was mind blowing 😮 in this price range. Charging optimisation also well done,5,0.429,0,0.571,0.946
flipkart0,Flipkart Customer,Not recommended at all,Microphon is not working.... very bad experience!,4,0.359,0,0.641,0.5202
flipkart0,Devyani Gholap,Nice product,Phone is super.buy heat sometimes.,4,0,0,1,0
flipkart0,Suraj Madhukar,Really Nice,"Review after 1 Month of use.Display - top notch 5/5Battery - 4.5/5  decent , good enough, last 1 day using for entertainment purposes.Performance - 5/5 very good at this price range CAMERA- VERY good picture quality, features and colours.BUT..... ONE THING IS VERY VERY IRRITATING IN CAMERA THAT IT LAGS TOO MUCH. if you use portrait mode there is a huge lag while taking pictures, you can't take continuous pictures. Hope this Motorola fixes by coming update.",4,0.206,0.126,0.668,0.629
flipkart0,Amal  V malayil,Delightful,Iam so satisfied with its performance and battery backup.. But the camera performance is an average,4,0.12,0,0.88,0.2609
flipkart0,Shaurya Gupta,Value-for-money,Good product and great UI experience. For the price around 30k it's okk. If you can get it around 27k it will be really worth it..,4,0.286,0,0.714,0.8479
flipkart0,Arijit Chakraborty,Nice,Pros:- Camera- Display- Design- Performance- Fast charging- WaterproofCons:- Overheats when used on outdoors- Overheats when Charging- Fast battery drain,4,0,0,1,0
flipkart0,RAJAN SINHA,Good choice,Motorola edge 50 pro is one of the best phone under 30k.i love the Moto UI for smoothness hoping for better software support in long term .System stability could have been better.If someone love the stock and clutter free software this is for them,4,0.396,0,0.604,0.9758
